attendance_pct,internal1_marks,internal2_marks,assignment_avg,cgpa,study_hours,backlogs,performance_score,performance_label,attendance_risk,placement_score
52.1,26.3,14.9,5.8,8.45,2.2,4,57.2,average,1,63.1
49.8,22.3,19.7,8.0,5.01,7.5,2,57.4,average,1,61.1
49.9,16.1,24.9,5.8,4.72,6.8,0,59.1,average,1,60.3
88.9,22.5,19.5,9.8,4.41,3.5,0,64.3,good,0,61.0
79.9,20.5,11.2,7.2,8.34,5.6,4,62.5,good,0,71.4
71.4,18.5,29.2,7.5,9.57,4.8,0,80.4,excellent,1,82.5
61.5,12.6,28.9,6.2,6.58,5.7,3,60.4,good,1,65.1
92.6,27.7,25.7,7.4,4.71,5.8,2,71.7,good,0,69.0
63.5,19.0,29.8,8.3,7.07,5.4,0,72.3,good,1,72.4
89.0,13.9,20.9,8.8,6.09,2.9,0,64.4,good,0,64.2
66.3,17.4,29.3,8.8,6.25,1.3,1,62.2,good,1,60.3
62.6,18.3,11.5,7.9,7.73,4.2,1,59.5,average,1,65.2
67.8,26.6,17.3,9.5,8.31,7.2,1,74.5,good,1,78.9
58.1,24.7,14.5,9.1,4.66,5.0,2,53.6,average,1,55.7
84.9,25.4,13.9,8.8,4.21,6.8,3,59.3,average,0,61.7
70.2,10.2,12.8,5.3,9.97,7.9,3,64.8,good,1,78.4
53.9,18.3,22.4,5.0,5.4,2.1,3,50.0,average,1,51.9
94.0,19.6,25.6,6.1,4.32,5.8,2,66.1,good,0,65.0
63.0,10.4,21.6,8.3,5.14,5.7,2,53.0,average,1,57.5
72.6,15.2,12.9,7.1,4.23,7.9,1,55.1,average,1,59.6
94.4,25.2,26.2,7.0,6.35,7.9,0,82.5,excellent,0,81.2
77.5,12.7,22.7,9.4,8.81,5.8,4,65.7,good,0,74.4
47.0,20.7,17.8,9.5,6.05,2.7,4,47.7,average,1,52.5
96.4,14.3,23.5,9.5,6.67,6.6,0,74.4,good,0,75.9
77.7,10.2,15.2,6.6,8.05,1.7,1,58.5,average,0,63.4
60.1,14.8,16.9,8.5,7.05,6.5,0,62.8,good,1,68.0
48.4,29.5,28.3,6.4,9.17,7.4,0,82.6,excellent,1,84.5
87.6,26.0,15.8,6.0,9.2,3.7,4,70.5,good,0,76.2
77.2,29.2,19.4,5.9,4.06,5.4,1,64.6,good,0,62.0
72.0,19.8,27.8,6.7,8.67,4.0,2,72.8,good,1,75.4
93.6,12.2,24.2,7.1,6.76,4.1,4,62.0,good,0,66.6
87.3,21.0,11.2,9.2,9.93,3.2,2,70.4,good,0,76.9
49.1,19.1,12.9,5.6,6.9,6.3,1,57.5,average,1,63.9
58.7,26.9,10.2,8.7,9.92,7.6,0,75.6,good,1,83.0
54.9,12.0,22.6,7.7,8.53,7.6,3,63.0,good,1,72.9
84.6,19.8,19.0,6.4,5.49,2.2,3,57.0,average,0,57.9
42.0,13.0,12.7,7.5,7.23,7.1,1,54.1,average,1,63.2
74.2,16.5,29.2,6.5,9.95,6.2,3,76.8,good,1,83.5
85.7,24.7,20.6,8.0,9.15,2.8,2,74.8,good,0,77.1
92.6,19.5,14.8,7.2,4.58,1.5,3,52.8,average,0,53.1
60.5,17.5,20.0,5.8,8.24,2.9,1,63.3,good,1,67.0
89.3,17.9,23.6,5.6,6.07,7.4,1,72.0,good,0,73.8
46.6,19.2,11.5,7.7,4.04,5.4,2,44.4,average,1,48.8
90.8,25.7,15.5,9.5,6.42,6.0,3,67.5,good,0,70.8
47.6,27.8,26.1,6.7,5.41,2.8,3,57.1,average,1,56.4
63.8,29.1,19.2,8.7,8.91,6.0,0,78.4,good,1,80.8
87.8,25.7,20.9,8.3,6.02,1.2,4,60.7,good,0,60.4
49.0,16.3,18.7,9.7,8.97,3.6,1,62.1,good,1,68.1
53.8,23.8,10.9,9.1,4.0,5.4,0,52.4,average,1,53.5
83.3,18.8,13.3,7.8,5.85,2.0,1,57.6,average,0,58.5
83.2,15.1,18.9,8.3,5.45,6.8,0,65.5,good,0,67.5
78.5,26.8,14.2,9.5,5.4,2.6,4,55.0,average,0,56.8
81.6,10.8,11.0,7.0,4.41,5.6,0,53.3,average,0,56.7
72.6,28.0,26.9,6.6,5.12,3.8,1,68.3,good,1,64.4
55.1,19.2,29.6,5.1,7.33,5.2,3,64.7,good,1,68.4
60.7,22.7,25.9,9.1,5.75,1.8,1,61.0,good,1,58.7
50.9,23.2,27.1,9.0,6.5,1.1,2,58.9,average,1,58.0
94.5,27.9,14.8,5.5,6.26,7.4,2,72.6,good,0,75.0
75.0,22.7,29.2,7.9,9.26,2.9,2,76.4,good,0,77.8
64.1,22.3,13.9,7.3,9.43,6.7,2,69.8,good,1,78.2
67.7,11.3,29.0,5.6,6.96,8.0,4,63.3,good,1,70.8
96.8,20.4,29.9,9.9,5.98,2.5,3,68.6,good,0,66.7
49.2,13.0,24.2,6.1,4.64,2.9,3,45.5,average,1,48.2
75.2,24.7,29.6,5.3,9.72,5.6,1,84.6,excellent,0,86.5
70.4,20.2,21.4,8.0,4.36,7.8,0,64.7,good,1,65.0
76.7,23.6,15.2,8.7,5.79,7.4,1,66.4,good,0,69.3
41.1,10.8,18.7,5.2,5.79,4.5,1,48.5,average,1,53.7
92.3,11.7,21.9,8.3,5.92,6.6,1,66.7,good,0,69.7
95.9,24.3,11.5,7.7,4.99,2.0,1,60.3,good,0,58.8
73.9,11.4,22.4,5.5,8.7,7.8,3,68.0,good,1,77.5
81.8,11.4,29.6,5.9,4.73,7.8,0,68.3,good,0,68.6
95.3,10.2,13.8,7.8,7.81,2.1,1,61.9,good,0,66.2
82.4,29.1,25.9,6.5,4.74,3.1,3,64.8,good,0,61.6
49.2,24.8,28.2,9.7,4.42,1.7,1,56.6,average,1,52.4
74.6,17.1,28.9,9.1,9.46,2.9,2,73.5,good,1,76.5
76.4,15.9,29.2,9.9,5.14,6.7,1,67.2,good,0,67.4
65.4,17.0,20.4,6.3,8.93,3.6,1,67.5,good,1,72.0
84.2,25.5,29.5,9.8,7.27,1.6,4,68.9,good,0,68.3
96.1,23.2,25.1,7.2,4.47,3.4,2,65.9,good,0,62.6
95.5,13.7,13.2,6.7,9.73,7.9,0,78.6,good,0,86.8
67.1,13.5,19.5,5.3,5.48,5.4,1,57.2,average,1,60.5
46.8,12.0,24.4,5.3,9.16,3.9,0,65.3,good,1,70.4
99.1,23.2,14.9,8.5,5.01,2.2,2,60.8,good,0,59.7
90.3,25.3,22.8,7.3,9.12,7.9,1,85.9,excellent,0,89.4
47.5,15.3,23.3,6.1,4.08,6.7,4,47.0,average,1,52.2
95.3,10.4,13.3,8.1,7.07,3.0,3,56.6,average,0,62.9
92.2,11.6,21.3,6.3,8.62,1.5,4,62.0,good,0,67.7
71.1,29.4,25.4,7.9,9.61,1.4,4,72.3,good,1,74.6
75.5,15.9,20.0,6.8,9.46,1.8,3,64.4,good,0,70.3
63.9,25.4,10.2,9.1,8.92,5.1,3,63.9,good,1,71.9
43.3,22.5,10.2,9.1,9.33,7.5,3,61.3,good,1,72.9
60.1,17.6,17.1,7.4,5.2,4.5,1,54.5,average,1,56.8
88.2,14.1,28.5,6.8,5.71,6.9,0,72.7,good,0,72.6
40.3,12.4,14.6,6.8,5.73,4.1,0,48.1,average,1,52.7
60.0,22.3,22.7,9.0,6.26,6.0,3,61.5,good,1,65.3
63.9,25.5,14.4,6.6,6.36,6.1,4,58.0,average,1,64.0
72.2,22.9,16.4,6.0,7.27,2.2,2,61.5,good,1,63.7
95.2,20.6,27.0,5.4,4.96,3.5,3,64.8,good,0,63.3
60.8,10.8,24.6,7.3,8.15,5.5,4,59.2,average,1,67.9
60.8,29.4,11.9,7.4,5.01,1.5,4,48.2,average,1,49.8
84.3,26.0,18.6,9.2,5.86,3.5,1,67.0,good,0,65.7
67.1,15.9,10.6,6.1,7.02,4.7,1,57.2,average,1,63.1
53.5,29.6,19.6,6.9,8.78,8.0,0,78.4,good,1,82.2
67.1,22.0,23.2,9.0,8.44,4.3,0,73.8,good,1,75.3
48.5,21.6,12.4,9.1,7.87,6.7,2,59.9,average,1,68.1
50.6,25.0,15.8,6.9,4.93,4.0,2,52.2,average,1,53.9
69.9,26.2,18.0,7.3,7.28,6.6,2,69.3,good,1,73.2
65.1,23.1,28.4,6.5,4.52,5.2,2,62.4,good,1,61.0
94.9,12.6,29.9,9.7,6.26,7.2,4,68.3,good,0,72.7
61.7,16.8,10.9,5.6,6.48,3.9,4,47.9,average,1,55.8
74.8,28.6,25.2,9.7,4.24,5.2,0,69.3,good,1,64.6
77.9,14.5,17.4,8.4,5.64,5.4,1,59.8,average,0,62.9
40.8,17.4,17.8,7.7,9.73,3.9,1,62.8,good,1,70.1
79.8,18.6,25.1,5.2,9.72,2.0,3,71.1,good,0,75.2
50.7,18.8,28.4,7.4,6.11,1.7,4,52.7,average,1,54.5
97.7,22.3,29.0,7.0,4.26,1.1,2,64.5,good,0,58.7
48.9,28.9,21.5,5.8,5.07,7.1,2,61.7,good,1,63.2
64.9,14.8,17.1,8.3,6.35,2.7,3,51.3,average,1,56.1
45.1,12.4,25.8,9.9,9.69,2.5,1,63.8,good,1,69.2
99.8,13.9,15.0,7.8,4.85,6.2,2,60.1,good,0,63.6
70.1,27.7,21.3,8.6,8.58,3.2,1,73.8,good,1,74.7
75.7,22.9,17.2,5.3,4.65,4.5,3,55.9,average,0,57.5
44.0,15.7,23.1,7.1,9.89,2.1,1,63.9,good,1,69.2
85.0,26.3,14.8,5.6,6.29,7.7,1,71.7,good,0,74.3
52.6,27.2,13.8,8.1,8.65,7.0,1,69.8,good,1,75.9
93.9,26.9,28.4,9.7,6.06,7.0,2,78.7,good,0,77.6
52.3,28.4,12.0,8.3,7.77,3.8,0,64.7,good,1,67.1
51.4,15.0,20.1,5.4,5.15,6.3,4,48.7,average,1,55.4
42.2,25.1,14.4,6.8,4.88,2.0,1,48.7,average,1,48.9
68.3,19.2,10.8,7.8,9.63,1.1,1,62.8,good,1,68.2
73.9,26.8,10.7,7.0,9.51,1.1,1,68.3,good,1,71.4
43.9,24.6,13.5,9.2,9.32,5.1,0,67.5,good,1,73.3
86.5,25.5,27.3,9.1,7.75,4.2,3,74.9,good,0,75.8
67.2,23.1,15.6,8.1,8.85,4.6,2,67.7,good,1,73.4
71.5,13.5,29.0,6.9,4.41,1.1,0,57.3,average,1,53.2
66.4,20.9,21.6,6.3,6.01,4.0,1,62.4,good,1,63.0
64.0,29.7,18.7,5.5,5.88,6.0,0,69.4,good,1,68.7
73.6,28.7,21.6,6.8,7.81,4.1,0,76.3,good,1,75.4
49.3,10.9,20.3,7.1,6.14,6.1,0,56.6,average,1,61.3
50.9,13.3,25.2,8.4,4.89,2.6,3,47.1,average,1,49.4
91.7,12.6,15.6,8.3,7.58,6.7,4,62.5,good,0,71.6
96.8,24.5,17.1,5.4,8.89,5.1,2,77.5,good,0,81.3
62.4,26.4,27.9,7.0,6.29,2.5,3,63.3,good,1,62.4
56.2,14.3,28.9,5.9,4.79,2.7,3,51.0,average,1,51.9
78.6,20.1,27.9,5.8,5.18,5.4,4,61.9,good,0,63.6
64.5,26.8,18.4,9.1,5.42,6.8,3,61.3,good,1,64.4
41.5,24.7,25.6,5.2,5.8,3.9,0,62.0,good,1,60.6
49.4,20.8,19.5,7.1,7.86,2.8,0,62.9,good,1,65.0
83.0,21.8,20.0,5.8,7.61,7.1,1,74.8,good,0,78.3
79.5,20.2,14.1,9.4,8.18,5.7,3,65.5,good,0,72.7
41.6,16.0,21.8,7.8,6.18,4.1,1,54.1,average,1,57.3
53.3,21.3,13.7,6.2,8.94,4.4,2,62.1,good,1,69.3
53.9,23.8,16.6,7.5,5.22,2.4,0,55.7,average,1,54.6
80.3,27.5,27.1,8.7,6.81,5.4,2,75.1,good,0,74.6
41.2,22.7,14.1,9.8,8.81,3.5,4,54.6,average,1,63.3
46.2,25.2,11.4,6.1,5.08,8.0,0,58.1,average,1,61.8
88.0,13.2,11.4,9.4,4.66,4.4,2,51.8,average,0,55.7
50.7,19.2,28.8,9.7,9.3,4.4,4,66.1,good,1,72.6
79.2,10.2,20.1,9.6,6.06,5.0,2,57.9,average,0,62.6
54.3,14.9,18.2,8.2,8.1,7.4,4,58.4,average,1,69.2
46.0,24.5,26.2,8.1,4.15,6.6,4,53.8,average,1,56.1
54.6,29.8,26.7,7.0,8.14,4.2,0,76.3,good,1,75.2
83.3,12.0,16.6,8.8,5.9,6.0,1,60.7,good,0,65.0
91.3,18.0,23.9,7.7,4.33,5.1,4,58.6,average,0,60.1
89.8,26.0,25.4,8.4,7.66,4.4,4,72.9,good,0,75.0
63.8,14.1,23.1,7.1,5.44,2.3,0,56.8,average,1,56.2
80.1,21.1,13.0,8.7,6.32,4.2,1,62.1,good,0,64.5
52.3,24.7,27.5,9.1,4.48,2.7,3,54.3,average,1,52.8
57.6,22.3,20.8,5.7,4.88,7.4,3,57.4,average,1,61.3
93.8,13.8,15.6,9.2,5.79,3.3,1,60.1,good,0,61.9
40.8,17.1,18.5,7.7,4.54,7.7,2,50.2,average,1,55.6
45.1,25.7,10.8,9.2,9.46,4.7,0,66.8,good,1,72.8
52.5,21.1,12.6,7.2,4.04,5.4,1,49.7,average,1,52.0
41.6,10.1,25.3,6.9,6.9,4.8,3,51.8,average,1,58.7
50.9,25.2,10.0,9.6,4.74,1.9,4,41.9,average,1,45.4
75.0,10.7,18.3,6.3,5.85,3.6,3,51.7,average,0,56.8
65.3,24.9,20.5,9.2,9.56,1.7,4,65.6,good,1,70.6
93.6,14.0,11.1,7.4,4.97,5.4,0,59.7,average,0,62.1
89.0,29.2,29.5,7.6,9.79,4.1,4,83.0,excellent,0,85.2
60.5,17.4,14.5,6.5,5.23,6.4,1,55.4,average,1,59.7
55.6,16.5,16.1,7.9,8.45,2.5,4,53.4,average,1,61.5
62.8,13.0,16.1,6.6,7.28,2.2,2,53.3,average,1,58.5
75.4,16.1,14.6,5.2,9.31,3.8,1,67.4,good,0,73.7
56.1,27.5,10.0,6.4,7.32,7.5,0,67.2,good,1,72.1
77.4,29.9,24.6,5.0,7.21,6.0,1,78.3,good,0,77.7
64.6,17.4,29.3,9.9,5.17,3.9,2,59.8,average,1,59.5
73.1,19.0,14.5,9.8,5.0,4.6,0,58.6,average,1,59.4
66.2,24.4,23.3,7.0,9.5,1.6,3,68.9,good,1,72.1
57.7,27.7,24.8,8.6,5.97,7.9,2,68.8,good,1,70.7
96.9,21.9,27.0,6.7,6.23,5.7,0,78.6,good,0,76.3
85.8,17.8,18.5,8.4,8.56,3.0,4,64.1,good,0,70.1
48.4,18.3,16.1,9.0,6.03,5.1,1,54.6,average,1,58.8
92.1,23.9,16.5,9.7,9.71,1.8,0,78.0,good,0,79.1
69.2,10.1,24.3,7.0,8.43,7.8,1,70.4,good,1,77.7
93.7,22.4,26.3,8.9,7.58,2.2,4,69.3,good,0,70.4
88.0,17.1,13.6,6.3,9.29,5.5,0,74.7,good,0,80.3
65.5,25.9,17.4,10.0,4.3,2.7,3,51.9,average,1,51.8
41.3,11.9,28.0,5.1,5.54,6.0,2,53.7,average,1,58.0
56.1,21.8,26.1,8.0,6.79,6.4,0,70.3,good,1,71.3
72.5,19.6,29.7,8.3,5.36,5.7,4,62.1,good,1,64.1
78.0,22.8,25.1,8.4,8.46,5.3,0,79.4,good,0,80.3
55.5,11.3,17.9,5.6,9.52,7.2,1,66.5,good,1,76.4
48.4,21.6,21.8,9.7,6.54,1.6,0,59.0,average,1,58.3
90.1,21.2,23.2,5.9,6.05,3.3,3,64.7,good,0,65.2
99.1,21.2,11.6,8.1,9.77,2.7,0,76.6,good,0,79.9
71.5,22.1,20.9,6.1,6.67,7.9,2,68.8,good,1,73.1
50.3,23.5,24.2,6.5,6.93,3.7,0,65.8,good,1,65.6
56.3,26.1,13.3,7.7,6.11,6.1,1,61.0,good,1,64.3
41.1,15.4,25.6,7.1,9.46,5.8,0,69.8,good,1,75.6
94.9,26.5,21.7,5.8,7.41,2.5,3,71.2,good,0,71.4
47.1,20.0,29.0,5.9,8.57,2.7,4,61.4,good,1,66.1
74.6,11.5,10.8,7.1,8.87,3.0,0,62.0,good,1,68.5
56.4,11.2,15.3,8.8,6.05,3.9,0,52.6,average,1,56.6
73.3,16.7,22.0,9.5,6.6,2.6,2,60.0,average,1,61.8
79.1,25.7,15.9,5.4,9.09,1.1,3,66.7,good,0,70.1
89.8,24.2,24.3,7.0,6.18,7.2,4,70.3,good,0,73.3
52.4,25.8,25.2,5.5,8.76,7.8,1,76.9,good,1,81.1
40.7,20.3,12.1,5.1,9.65,3.4,0,62.3,good,1,68.9
48.2,18.8,20.3,8.3,7.74,3.4,4,54.3,average,1,61.0
94.0,12.9,20.2,8.0,8.45,1.0,1,67.4,good,0,69.5
92.4,16.6,17.4,5.8,8.83,5.8,3,70.7,good,0,78.0
75.8,18.7,28.7,6.2,9.07,6.8,3,76.3,good,0,82.0
76.0,11.8,26.6,5.1,6.37,2.0,4,55.0,average,0,58.2
79.9,14.4,23.9,9.2,4.31,2.1,1,55.9,average,0,53.9
50.5,22.0,24.3,9.9,6.41,6.5,3,61.0,good,1,65.4
94.9,24.7,19.2,5.7,8.04,5.3,4,72.1,good,0,76.7
65.1,30.0,28.4,6.2,6.7,1.3,3,66.1,good,1,63.7
63.0,28.7,23.9,9.3,8.49,5.4,3,72.7,good,1,76.2
71.1,22.9,24.6,9.6,6.14,3.2,3,61.9,good,1,62.6
42.8,18.4,27.2,7.1,7.81,3.6,2,61.2,good,1,64.8
50.0,22.7,15.5,5.3,5.12,6.4,1,56.1,average,1,59.2
84.3,25.7,26.1,5.2,8.5,6.7,4,77.2,good,0,81.7
45.0,12.4,13.9,7.9,7.27,3.8,4,45.2,average,1,55.0
76.2,18.2,16.9,7.0,5.22,7.6,1,62.7,good,0,66.1
54.7,26.8,16.7,5.1,5.75,3.8,1,59.0,average,1,59.6
63.4,17.7,29.6,7.9,8.49,6.4,1,74.9,good,1,78.4
57.3,21.4,27.1,5.1,6.9,4.4,1,66.8,good,1,67.5
61.3,21.8,24.0,8.9,5.3,7.3,0,67.1,good,1,67.4
83.1,13.7,24.5,6.5,9.8,7.4,4,73.7,good,0,83.4
57.8,17.2,21.2,5.2,8.29,1.6,0,63.7,good,1,65.5
74.0,16.7,28.9,7.9,9.74,7.6,3,77.8,good,1,85.2
68.6,10.5,19.9,7.0,6.56,6.8,3,57.1,average,1,64.8
79.8,10.5,17.6,9.9,6.85,6.5,4,57.0,average,0,65.9
96.2,26.6,13.3,7.7,9.39,2.4,3,72.5,good,0,76.6
84.0,15.5,25.7,6.4,7.15,6.6,1,72.7,good,0,75.5
52.9,20.4,24.7,8.5,8.24,7.0,0,73.0,good,1,76.7
41.9,16.0,17.7,6.4,5.51,3.0,1,48.4,average,1,51.3
55.7,28.8,10.5,9.5,6.68,7.7,3,60.5,good,1,67.4
75.7,15.2,26.8,6.9,4.74,1.3,0,59.3,average,0,55.5
43.1,18.6,10.2,7.7,5.24,2.0,1,43.8,average,1,46.9
69.8,27.5,24.1,5.3,4.01,4.8,4,57.6,average,1,57.2
75.8,26.8,29.4,7.1,4.24,5.0,1,68.7,good,0,64.2
60.1,13.7,18.8,9.2,9.86,5.5,3,64.4,good,1,74.6
86.3,26.1,14.7,9.0,5.45,1.1,0,63.1,good,0,59.7
46.4,19.2,24.1,6.1,7.98,7.7,4,62.4,good,1,71.1
44.5,19.7,26.3,6.1,9.03,1.3,0,66.7,good,1,67.8
83.7,12.7,20.9,9.1,7.3,2.0,4,56.9,average,0,61.9
69.7,11.6,29.3,9.7,4.92,1.1,0,57.4,average,1,54.3
81.3,24.6,11.0,5.5,8.37,5.0,3,66.5,good,0,73.0
66.1,19.9,20.1,7.3,7.6,7.5,4,64.0,good,1,72.0
54.8,18.7,24.4,6.7,8.39,5.7,2,67.1,good,1,72.6
89.1,24.6,27.3,9.4,8.62,6.8,0,86.9,excellent,0,87.4
88.0,25.3,13.6,5.4,9.85,1.1,0,75.6,good,0,77.0
81.7,13.2,26.0,6.1,7.44,4.8,1,69.6,good,0,72.2
56.3,22.2,21.1,8.8,6.05,4.2,4,54.7,average,1,58.8
75.4,12.7,17.9,5.3,7.89,4.5,2,62.0,good,0,68.3
61.7,25.0,12.6,7.5,4.41,1.5,3,46.5,average,1,47.3
45.5,23.1,27.3,7.2,9.38,5.8,1,74.2,good,1,78.3
95.0,29.1,13.1,6.7,4.72,4.5,2,64.2,good,0,63.4
48.2,11.4,16.2,7.0,5.97,6.4,4,46.1,average,1,55.7
97.0,11.1,15.8,7.6,8.89,4.4,2,68.1,good,0,75.2
66.8,15.6,27.4,5.8,7.58,2.0,0,67.0,good,1,66.8
